nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
       121, 2.974236998E+01, 2.512662064E-01, 5.417348242E+02
       122, 3.000000000E+01, 2.515098621E-01, 5.391911941E+02
       123, 2.948375751E+01, 2.516421121E-01, 5.443647064E+02
       124, 0.000000000E+00, 2.518367784E-01, 1.168703619E+02
       125, 2.845634357E+01, 2.520100963E-01, 5.379708492E+02
       126, 2.922669115E+01, 2.521147376E-01, 5.450050794E+02
       127, 2.871282696E+01, 2.524766602E-01, 5.417019120E+02
       128, 2.896934679E+01, 2.525240292E-01, 5.441365498E+02
       129, 7.637127971E-01, 2.534232024E-01, 1.173948007E+02
       130, 1.020176793E+00, 2.536970666E-01, 1.153286206E+02
       131, 1.276604695E+00, 2.538339549E-01, 1.108606027E+02
       132, 1.533014550E+00, 2.539023777E-01, 1.035841877E+02
       133, 1.789415380E+00, 2.539365784E-01, 9.358578005E+01
       134, 2.045811699E+00, 2.539536735E-01, 8.164737109E+01
       135, 2.302205761E+00, 2.539622184E-01, 6.896753711E+01
       136, 2.558598696E+00, 2.539664896E-01, 5.717732107E+01
       137, 2.814991066E+00, 2.539686245E-01, 4.792837340E+01
       138, 3.071383154E+00, 2.539696916E-01, 4.182316724E+01
       139, 3.327775102E+00, 2.539702250E-01, 3.895337740E+01
       140, 3.584166978E+00, 2.539704916E-01, 3.954198841E+01
       141, 3.840558820E+00, 2.539706249E-01, 4.369825880E+01
       142, 4.096950644E+00, 2.539706915E-01, 5.091088553E+01
       143, 4.353342459E+00, 2.539707248E-01, 6.012471382E+01
       144, 4.609734270E+00, 2.539707414E-01, 7.052683382E+01
       145, 4.866126078E+00, 2.539707498E-01, 8.158516485E+01
       146, 5.122517886E+00, 2.539707539E-01, 9.286229582E+01
       147, 5.378909692E+00, 2.539707560E-01, 1.040574813E+02
       148, 5.635301499E+00, 2.539707570E-01, 1.151021059E+02
       149, 5.891693305E+00, 2.539707576E-01, 1.260387485E+02
       150, 6.148085112E+00, 2.539707578E-01, 1.369436951E+02
       151, 6.404476918E+00, 2.539707579E-01, 1.479117674E+02
       152, 6.660868724E+00, 2.539707580E-01, 1.590200685E+02
       153, 6.917260531E+00, 2.539707580E-01, 1.702991945E+02
       154, 7.173652337E+00, 2.539707581E-01, 1.817111898E+02
       155, 7.430044143E+00, 2.539707581E-01, 1.932382643E+02
       156, 7.686435949E+00, 2.539707581E-01, 2.048978100E+02
       157, 7.942827756E+00, 2.539707581E-01, 2.165854688E+02
       158, 8.199219562E+00, 2.539707581E-01, 2.281527017E+02
       159, 8.455611368E+00, 2.539707581E-01, 2.395399680E+02
       160, 8.712003175E+00, 2.539707581E-01, 2.507298691E+02
       161, 8.968394981E+00, 2.539707581E-01, 2.617550858E+02
       162, 9.224786787E+00, 2.539707581E-01, 2.726607340E+02
       163, 9.481178593E+00, 2.539707581E-01, 2.834934193E+02
       164, 9.737570400E+00, 2.539707581E-01, 2.942720787E+02
       165, 9.993962206E+00, 2.539707581E-01, 3.049740515E+02
       166, 1.025035401E+01, 2.539707581E-01, 3.155093046E+02
       167, 1.050674582E+01, 2.539707581E-01, 3.257447017E+02
       168, 1.076313762E+01, 2.539707581E-01, 3.355215612E+02
       169, 1.101952943E+01, 2.539707581E-01, 3.447299381E+02
       170, 1.127592124E+01, 2.539707581E-01, 3.532360074E+02
       171, 1.153231304E+01, 2.539707581E-01, 3.607721328E+02
       172, 1.178870485E+01, 2.539707581E-01, 3.672957788E+02
       173, 1.204509666E+01, 2.539707581E-01, 3.729803690E+02
       174, 1.230148846E+01, 2.539707581E-01, 3.779465186E+02
       175, 1.255788027E+01, 2.539707581E-01, 3.823508077E+02
       176, 1.281427208E+01, 2.539707581E-01, 3.863775786E+02
       177, 1.307066388E+01, 2.539707581E-01, 3.901764471E+02
       178, 1.332705569E+01, 2.539707581E-01, 3.938149946E+02
       179, 1.358344749E+01, 2.539707581E-01, 3.971783237E+02
       180, 1.383983930E+01, 2.539707581E-01, 4.000181203E+02
       181, 1.409623111E+01, 2.539707581E-01, 4.021621397E+02
       182, 1.435262291E+01, 2.539707581E-01, 4.006922020E+02
       183, 1.460901472E+01, 2.539707581E-01, 3.925778937E+02
       184, 1.486540653E+01, 2.539707581E-01, 3.791057084E+02
       185, 1.512179833E+01, 2.539707581E-01, 3.702987303E+02
       186, 1.537819014E+01, 2.539707581E-01, 3.726297110E+02
       187, 1.563458194E+01, 2.539707581E-01, 3.785095701E+02
       188, 1.589097375E+01, 2.539707581E-01, 3.835312343E+02
       189, 1.614736556E+01, 2.539707581E-01, 3.887206172E+02
       190, 1.640375736E+01, 2.539707581E-01, 3.939394057E+02
       191, 1.666014917E+01, 2.539707581E-01, 3.988726582E+02
       192, 1.691654098E+01, 2.539707581E-01, 4.033130838E+02
       193, 1.717293278E+01, 2.539707581E-01, 4.071242122E+02
       194, 1.742932459E+01, 2.539707581E-01, 4.103054721E+02
       195, 1.768571639E+01, 2.539707581E-01, 4.129573571E+02
       196, 1.794210820E+01, 2.539707581E-01, 4.152791616E+02
       197, 1.819850001E+01, 2.539707581E-01, 4.173427193E+02
       198, 1.845489181E+01, 2.539707581E-01, 4.191898329E+02
       199, 1.871128362E+01, 2.539707581E-01, 4.200429512E+02
       200, 1.896767543E+01, 2.539707581E-01, 4.194348842E+02
       201, 1.922406723E+01, 2.539707581E-01, 4.171837571E+02
       202, 1.948045904E+01, 2.539707581E-01, 4.124231121E+02
       203, 1.973685084E+01, 2.539707581E-01, 4.046904380E+02
       204, 1.999324265E+01, 2.539707581E-01, 3.932304561E+02
       205, 2.024963446E+01, 2.539707581E-01, 3.787892856E+02
       206, 2.050602626E+01, 2.539707581E-01, 3.664284410E+02
       207, 2.076241807E+01, 2.539707581E-01, 3.629392493E+02
       208, 2.101880988E+01, 2.539707581E-01, 3.671693587E+02
       209, 2.127520168E+01, 2.539707581E-01, 3.744498614E+02
       210, 2.153159349E+01, 2.539707581E-01, 3.832138308E+02
       211, 2.178798529E+01, 2.539707581E-01, 3.920991239E+02
       212, 2.204437710E+01, 2.539707581E-01, 4.009086447E+02
       213, 2.230076891E+01, 2.539707581E-01, 4.096177100E+02
       214, 2.255716071E+01, 2.539707581E-01, 4.182083607E+02
       215, 2.281355252E+01, 2.539707581E-01, 4.266306643E+02
       216, 2.306994433E+01, 2.539707581E-01, 4.348003061E+02
       217, 2.332633613E+01, 2.539707581E-01, 4.426076354E+02
       218, 2.358272794E+01, 2.539707581E-01, 4.499131361E+02
       219, 2.383911975E+01, 2.539707581E-01, 4.565486630E+02
       220, 2.409551155E+01, 2.539707581E-01, 4.623306211E+02
       221, 2.435190336E+01, 2.539707581E-01, 4.670897540E+02
       222, 2.460829516E+01, 2.539707581E-01, 4.707338289E+02
       223, 2.486468697E+01, 2.539707581E-01, 4.733204883E+02
       224, 2.512107878E+01, 2.539707581E-01, 4.751472672E+02
       225, 2.537747058E+01, 2.539707581E-01, 4.766928067E+02
       226, 2.563386239E+01, 2.539707581E-01, 4.785056988E+02
       227, 2.589025420E+01, 2.539707581E-01, 4.810466003E+02
       228, 2.614664600E+01, 2.539707581E-01, 4.846650107E+02
       229, 2.640303781E+01, 2.539707581E-01, 4.893837692E+02
       230, 2.665942961E+01, 2.539707581E-01, 4.949485202E+02
       231, 2.691582142E+01, 2.539707581E-01, 5.011422378E+02
       232, 2.717221323E+01, 2.539707581E-01, 5.077645089E+02
       233, 2.742860503E+01, 2.539707581E-01, 5.145642695E+02
       234, 2.768499684E+01, 2.539707581E-01, 5.212515433E+02
       235, 2.794138865E+01, 2.539707581E-01, 5.275489397E+02
       236, 2.819778045E+01, 2.539707581E-01, 5.331987060E+02
       237, 3.000000000E+01, 5.014521614E-01, 5.358542821E+02
       238, 2.504960615E-01, 5.017213770E-01, 1.174666536E+02
       239, 0.000000000E+00, 5.017790777E-01, 1.168553129E+02
       240, 5.038363323E-01, 5.022983345E-01, 1.179228281E+02
       241, 2.974281767E+01, 5.027114595E-01, 5.400556124E+02
       242, 7.587745629E-01, 5.028609393E-01, 1.172584936E+02
       243, 2.948627860E+01, 5.033424891E-01, 5.441251577E+02
       244, 2.922981315E+01, 5.036579050E-01, 5.457834463E+02
       245, 1.016650306E+00, 5.036826139E-01, 1.148613897E+02
       246, 1.273390744E+00, 5.037655108E-01, 1.099447407E+02
       247, 1.786214965E+00, 5.039194780E-01, 9.207239279E+01
       248, 2.045811699E+00, 5.039536735E-01, 8.013446348E+01
       249, 2.299008730E+00, 5.039579460E-01, 6.831804673E+01
       250, 2.558598696E+00, 5.039664896E-01, 5.782084189E+01
       251, 2.811794881E+00, 5.039675570E-01, 5.070297959E+01
       252, 3.071383154E+00, 5.039696916E-01, 4.707337742E+01
       253, 3.324579128E+00, 5.039699583E-01, 4.649613399E+01
       254, 3.584166978E+00, 5.039704916E-01, 4.813332251E+01
       255, 3.837362899E+00, 5.039705583E-01, 5.161274914E+01
       256, 4.096950644E+00, 5.039706915E-01, 5.703379429E+01
       257, 4.350146551E+00, 5.039707081E-01, 6.392452544E+01
       258, 4.609734270E+00, 5.039707414E-01, 7.237568523E+01
       259, 4.862930174E+00, 5.039707456E-01, 8.165527766E+01
       260, 5.122517886E+00, 5.039707539E-01, 9.182030393E+01
       261, 5.375713789E+00, 5.039707550E-01, 1.020590998E+02
       262, 5.635301499E+00, 5.039707570E-01, 1.127126948E+02
       263, 5.888497402E+00, 5.039707573E-01, 1.231896425E+02
       264, 6.148085112E+00, 5.039707578E-01, 1.340222018E+02
       265, 6.401281015E+00, 5.039707579E-01, 1.447371235E+02
       266, 6.660868724E+00, 5.039707580E-01, 1.559435400E+02
       267, 6.914064627E+00, 5.039707580E-01, 1.671434378E+02
       268, 7.173652337E+00, 5.039707581E-01, 1.789170763E+02
       269, 7.426848240E+00, 5.039707581E-01, 1.906418799E+02
       270, 7.686435949E+00, 5.039707581E-01, 2.028187130E+02
       271, 7.939631853E+00, 5.039707581E-01, 2.147052973E+02
       272, 8.199219562E+00, 5.039707581E-01, 2.267236271E+02
       273, 8.452415465E+00, 5.039707581E-01, 2.381827242E+02
       274, 8.712003175E+00, 5.039707581E-01, 2.496409744E+02
       275, 8.965199078E+00, 5.039707581E-01, 2.605870267E+02
       276, 9.224786787E+00, 5.039707581E-01, 2.716641758E+02
       277, 9.477982690E+00, 5.039707581E-01, 2.824190699E+02
       278, 9.737570400E+00, 5.039707581E-01, 2.934366053E+02
       279, 9.990766303E+00, 5.039707581E-01, 3.041490940E+02
       280, 1.025035401E+01, 5.039707581E-01, 3.150012339E+02
       281, 1.050354992E+01, 5.039707581E-01, 3.253109840E+02
       282, 1.076313762E+01, 5.039707581E-01, 3.354022260E+02
       283, 1.101633353E+01, 5.039707581E-01, 3.446050471E+02
       284, 1.127592124E+01, 5.039707581E-01, 3.532259325E+02
       285, 1.152911714E+01, 5.039707581E-01, 3.606368260E+02
       286, 1.178870485E+01, 5.039707581E-01, 3.671020122E+02
       287, 1.204190075E+01, 5.039707581E-01, 3.724130089E+02
       288, 1.230148846E+01, 5.039707581E-01, 3.770350601E+02
       289, 1.255468437E+01, 5.039707581E-01, 3.809731248E+02
       290, 1.281427208E+01, 5.039707581E-01, 3.847000372E+02
       291, 1.306746798E+01, 5.039707581E-01, 3.882613294E+02
       292, 1.332705569E+01, 5.039707581E-01, 3.919822111E+02
       293, 1.358025159E+01, 5.039707581E-01, 3.956054391E+02
       294, 1.383983930E+01, 5.039707581E-01, 3.990745023E+02
       295, 1.409303520E+01, 5.039707581E-01, 4.026656086E+02
       296, 1.435262291E+01, 5.039707581E-01, 4.034484187E+02
       297, 1.460581882E+01, 5.039707581E-01, 3.976867245E+02
       298, 1.486540653E+01, 5.039707581E-01, 3.842050820E+02
       299, 1.511860243E+01, 5.039707581E-01, 3.748559398E+02
       300, 1.537819014E+01, 5.039707581E-01, 3.772680980E+02
       301, 1.563138604E+01, 5.039707581E-01, 3.830351924E+02
       302, 1.589097375E+01, 5.039707581E-01, 3.883222240E+02
       303, 1.614416965E+01, 5.039707581E-01, 3.933294440E+02
       304, 1.640375736E+01, 5.039707581E-01, 3.982264143E+02
       305, 1.665695327E+01, 5.039707581E-01, 4.023986243E+02
       306, 1.691654098E+01, 5.039707581E-01, 4.059523787E+02
       307, 1.716973688E+01, 5.039707581E-01, 4.087770576E+02
       308, 1.742932459E+01, 5.039707581E-01, 4.111800707E+02
       309, 1.768252049E+01, 5.039707581E-01, 4.132668180E+02
       310, 1.794210820E+01, 5.039707581E-01, 4.153490529E+02
       311, 1.819530410E+01, 5.039707581E-01, 4.173235746E+02
       312, 1.845489181E+01, 5.039707581E-01, 4.192155363E+02
       313, 1.870808772E+01, 5.039707581E-01, 4.200623054E+02
       314, 1.896767543E+01, 5.039707581E-01, 4.194931015E+02
       315, 1.922087133E+01, 5.039707581E-01, 4.176182923E+02
       316, 1.948045904E+01, 5.039707581E-01, 4.138973507E+02
       317, 1.973365494E+01, 5.039707581E-01, 4.081074310E+02
       318, 1.999324265E+01, 5.039707581E-01, 3.991256685E+02
       319, 2.024643855E+01, 5.039707581E-01, 3.878192864E+02
       320, 2.050602626E+01, 5.039707581E-01, 3.767636091E+02
       321, 2.075922217E+01, 5.039707581E-01, 3.706263990E+02
       322, 2.101880988E+01, 5.039707581E-01, 3.707000300E+02
       323, 2.127200578E+01, 5.039707581E-01, 3.754666387E+02
       324, 2.153159349E+01, 5.039707581E-01, 3.830079480E+02
       325, 2.178478939E+01, 5.039707581E-01, 3.915100698E+02
       326, 2.204437710E+01, 5.039707581E-01, 4.006633077E+02
       327, 2.229757300E+01, 5.039707581E-01, 4.096580502E+02
       328, 2.255716071E+01, 5.039707581E-01, 4.187778533E+02
       329, 2.281035662E+01, 5.039707581E-01, 4.274524536E+02
       330, 2.306994433E+01, 5.039707581E-01, 4.360028313E+02
       331, 2.332314023E+01, 5.039707581E-01, 4.438756625E+02
       332, 2.358272794E+01, 5.039707581E-01, 4.512961546E+02
       333, 2.383592384E+01, 5.039707581E-01, 4.577012881E+02
       334, 2.409551155E+01, 5.039707581E-01, 4.631919587E+02
       335, 2.434870745E+01, 5.039707581E-01, 4.673329156E+02
       336, 2.460829516E+01, 5.039707581E-01, 4.702990556E+02
       337, 2.486149107E+01, 5.039707581E-01, 4.721568424E+02
       338, 2.512107878E+01, 5.039707581E-01, 4.734904885E+02
       339, 2.537427468E+01, 5.039707581E-01, 4.748103227E+02
       340, 2.563386239E+01, 5.039707581E-01, 4.767536338E+02
       341, 2.588705829E+01, 5.039707581E-01, 4.795932369E+02
       342, 2.614664600E+01, 5.039707581E-01, 4.835911022E+02
       343, 2.639984190E+01, 5.039707581E-01, 4.885134718E+02
       344, 2.665942961E+01, 5.039707581E-01, 4.944761278E+02
       345, 2.691262552E+01, 5.039707581E-01, 5.009425708E+02
       346, 2.717221323E+01, 5.039707581E-01, 5.079932979E+02
       347, 2.742540913E+01, 5.039707581E-01, 5.150275350E+02
       348, 2.768499684E+01, 5.039707581E-01, 5.221255679E+02
       349, 2.793819274E+01, 5.039707581E-01, 5.286661203E+02
       350, 2.819778045E+01, 5.039707581E-01, 5.346829073E+02
       351, 2.871056406E+01, 5.039707581E-01, 5.433232499E+02
       352, 2.845402046E+01, 5.040638822E-01, 5.396468952E+02
       353, 1.530086288E+00, 5.040795124E-01, 1.022556633E+02
       354, 2.897028561E+01, 5.046935176E-01, 5.455056871E+02
       355, 3.000000000E+01, 7.513944607E-01, 5.235795528E+02
       356, 5.004960615E-01, 7.516348260E-01, 1.174441182E+02
       357, 2.504960615E-01, 7.516636763E-01, 1.173271233E+02
       358, 0.000000000E+00, 7.517213770E-01, 1.169646630E+02
       359, 2.974616081E+01, 7.520529601E-01, 5.292368216E+02
       360, 7.546353103E-01, 7.522480536E-01, 1.162400858E+02
       361, 2.948921896E+01, 7.525211640E-01, 5.357990577E+02
       362, 1.012406047E+00, 7.529728852E-01, 1.129098459E+02
       363, 1.269025982E+00, 7.533437093E-01, 1.069344889E+02
       364, 2.922987187E+01, 7.535502408E-01, 5.398762056E+02
       365, 1.528202647E+00, 7.538339442E-01, 9.829071095E+01
       366, 1.786214965E+00, 7.539194780E-01, 8.776957956E+01
       367, 2.041013332E+00, 7.539365758E-01, 7.674866101E+01
       368, 2.299008730E+00, 7.539579460E-01, 6.670585082E+01
       369, 2.553803713E+00, 7.539622178E-01, 5.959893954E+01
       370, 2.811794881E+00, 7.539675570E-01, 5.597801419E+01
       371, 3.066589018E+00, 7.539686243E-01, 5.538296679E+01
       372, 3.324579128E+00, 7.539699583E-01, 5.648743188E+01
       373, 3.579373053E+00, 7.539702250E-01, 5.846317206E+01
       374, 3.837362899E+00, 7.539705583E-01, 6.137621256E+01
       375, 4.092156772E+00, 7.539706249E-01, 6.532990383E+01
       376, 4.350146551E+00, 7.539707081E-01, 7.056740666E+01
       377, 4.604940411E+00, 7.539707248E-01, 7.699813002E+01
       378, 4.862930174E+00, 7.539707456E-01, 8.469926186E+01
       379, 5.117724030E+00, 7.539707498E-01, 9.327785504E+01
       380, 5.375713789E+00, 7.539707550E-01, 1.027212485E+02
       381, 5.630507644E+00, 7.539707560E-01, 1.125780068E+02
       382, 5.888497402E+00, 7.539707573E-01, 1.229237377E+02
       383, 6.143291257E+00, 7.539707576E-01, 1.333981028E+02
       384, 6.401281015E+00, 7.539707579E-01, 1.442281995E+02
       385, 6.656074870E+00, 7.539707579E-01, 1.551427302E+02
       386, 6.914064627E+00, 7.539707580E-01, 1.664205802E+02
       387, 7.168858482E+00, 7.539707580E-01, 1.777804602E+02
       388, 7.426848240E+00, 7.539707581E-01, 1.894913447E+02
       389, 7.681642095E+00, 7.539707581E-01, 2.012447287E+02
       390, 7.939631853E+00, 7.539707581E-01, 2.132693631E+02
       391, 8.194425707E+00, 7.539707581E-01, 2.251397815E+02
       392, 8.452415465E+00, 7.539707581E-01, 2.370458492E+02
       393, 8.707209320E+00, 7.539707581E-01, 2.486488060E+02
       394, 8.965199078E+00, 7.539707581E-01, 2.602531499E+02
       395, 9.219992932E+00, 7.539707581E-01, 2.716252602E+02
       396, 9.477982690E+00, 7.539707581E-01, 2.831035500E+02
       397, 9.732776545E+00, 7.539707581E-01, 2.944088098E+02
       398, 9.990766303E+00, 7.539707581E-01, 3.057386444E+02
       399, 1.024556016E+01, 7.539707581E-01, 3.166734939E+02
       400, 1.050354992E+01, 7.539707581E-01, 3.273405638E+02
       401, 1.075834377E+01, 7.539707581E-01, 3.373192103E+02
       402, 1.101633353E+01, 7.539707581E-01, 3.466977870E+02
       403, 1.127112738E+01, 7.539707581E-01, 3.551181925E+02
       404, 1.152911714E+01, 7.539707581E-01, 3.626432621E+02
       405, 1.178391100E+01, 7.539707581E-01, 3.689936858E+02
       406, 1.204190075E+01, 7.539707581E-01, 3.743979700E+02
       407, 1.229669461E+01, 7.539707581E-01, 3.789058001E+02
       408, 1.255468437E+01, 7.539707581E-01, 3.828844249E+02
       409, 1.280947822E+01, 7.539707581E-01, 3.864785522E+02
       410, 1.306746798E+01, 7.539707581E-01, 3.899890860E+02
       411, 1.332226183E+01, 7.539707581E-01, 3.934116756E+02
       412, 1.358025159E+01, 7.539707581E-01, 3.967736335E+02
       413, 1.383504545E+01, 7.539707581E-01, 3.997149006E+02
       414, 1.409303520E+01, 7.539707581E-01, 4.025344357E+02
       415, 1.434782906E+01, 7.539707581E-01, 4.032973746E+02
       416, 1.460581882E+01, 7.539707581E-01, 3.971806550E+02
       417, 1.486061267E+01, 7.539707581E-01, 3.810834726E+02
       418, 1.511860243E+01, 7.539707581E-01, 3.707819388E+02
       419, 1.537339628E+01, 7.539707581E-01, 3.747550336E+02
       420, 1.563138604E+01, 7.539707581E-01, 3.812874342E+02
       421, 1.588617990E+01, 7.539707581E-01, 3.870866979E+02
       422, 1.614416965E+01, 7.539707581E-01, 3.927446695E+02
